date,city,precipitation,precip_interp_1
2021-07-14,Seattle,0.0,0.0
2021-07-15,Seattle,0.0,0.0
2021-07-16,Seattle,,
2021-07-17,Seattle,0.0,0.0
2021-07-18,Seattle,0.0,0.0
2021-07-19,Seattle,0.0,0.0
2021-07-20,Seattle,0.0,0.0
2021-07-21,Seattle,,
2021-07-22,Seattle,,
2021-07-23,Seattle,0.0,0.0
2021-07-24,Seattle,0.0,0.0
2021-07-25,Seattle,0.0,0.0
2021-07-26,Seattle,0.0,0.0
2021-07-27,Seattle,0.0,0.0
2021-07-28,Seattle,0.0,0.0
2021-07-29,Seattle,0.0,0.0
2021-07-30,Seattle,0.0,0.0
2021-07-31,Seattle,0.0,0.0
2021-08-01,Seattle,0.0,0.0
2021-08-02,Seattle,0.0,0.0
2021-08-03,Seattle,0.0,0.0
2021-08-04,Seattle,0.0,0.0
2021-08-05,Seattle,,
2021-08-06,Seattle,0.03,0.03
2021-08-07,Seattle,0.0,0.0
2021-08-08,Seattle,0.0,0.0
2021-08-09,Seattle,0.0,0.0
2021-08-10,Seattle,0.0,0.0
2021-08-11,Seattle,0.0,0.0
2021-08-12,Seattle,0.0,0.0
2021-08-13,Seattle,0.0,0.0
2021-08-14,Seattle,0.0,0.0
2021-08-15,Seattle,0.0,0.0
2021-08-16,Seattle,0.0,0.0
2021-08-17,Seattle,,
2021-08-18,Seattle,0.0,0.0
2021-08-19,Seattle,0.0,0.0
2021-08-20,Seattle,0.0,0.0
2021-08-21,Seattle,0.0,0.0
2021-08-22,Seattle,0.0,0.0
2021-08-23,Seattle,0.0,0.0
2021-08-24,Seattle,0.0,0.0
2021-08-25,Seattle,0.0,0.0
2021-08-26,Seattle,,
2021-08-27,Seattle,0.02,0.02
2021-08-28,Seattle,0.0,0.0
2021-08-29,Seattle,0.0,0.0
2021-08-30,Seattle,0.0,0.0
2021-08-31,Seattle,,
2021-09-01,Seattle,0.0,0.0
2021-09-02,Seattle,0.0,0.0
2021-09-03,Seattle,0.0,0.0
2021-09-04,Seattle,,
2021-09-05,Seattle,0.0,0.0
2021-09-06,Seattle,0.0,0.0
2021-09-07,Seattle,,
2021-09-08,Seattle,0.0,0.0
2021-09-09,Seattle,0.0,0.0
2021-09-10,Seattle,0.0,0.0
2021-09-11,Seattle,0.0,0.0
2021-09-12,Seattle,0.02,0.02
2021-09-13,Seattle,,
2021-09-14,Seattle,0.0,0.0
2021-09-15,Seattle,0.13,0.13
2021-09-16,Seattle,0.0,0.0
2021-09-17,Seattle,0.58,0.58
2021-09-18,Seattle,,
2021-09-19,Seattle,0.0,0.0
2021-09-20,Seattle,0.0,0.0
2021-09-21,Seattle,,
2021-09-22,Seattle,0.01,0.01
2021-09-23,Seattle,0.0,0.0
2021-09-24,Seattle,0.0,0.0
2021-09-25,Seattle,0.0,0.0
2021-09-26,Seattle,0.48,0.48
2021-09-27,Seattle,0.34,0.34
2021-09-28,Seattle,0.05,0.05
2021-09-29,Seattle,0.08,0.08
2021-09-30,Seattle,0.52,0.52
2021-10-01,Seattle,0.0,0.0
2021-10-02,Seattle,0.0,0.0
2021-10-03,Seattle,0.02,0.02
2021-10-04,Seattle,0.0,0.0
2021-10-05,Seattle,,
2021-10-06,Seattle,0.03,0.03
2021-10-07,Seattle,0.0,0.0
2021-10-08,Seattle,0.0,0.0
2021-10-09,Seattle,0.05,0.05
2021-10-10,Seattle,0.46,0.46
2021-10-11,Seattle,0.06,0.06
2021-10-12,Seattle,0.09,0.09
2021-10-13,Seattle,0.02,0.02
2021-10-14,Seattle,,
2021-10-15,Seattle,0.02,0.02
2021-10-16,Seattle,0.0,0.0
2021-10-17,Seattle,0.01,0.01
2021-10-18,Seattle,,
2021-10-19,Seattle,0.0,0.0
2021-10-20,Seattle,,
2021-10-21,Seattle,0.54,0.54
2021-10-22,Seattle,0.06,0.06
2021-10-23,Seattle,,
2021-10-24,Seattle,0.32,0.32
2021-10-25,Seattle,,
2021-10-26,Seattle,0.38,0.38
2021-10-27,Seattle,0.12,0.12
2021-10-28,Seattle,1.99,1.99
2021-10-29,Seattle,0.57,0.57
2021-10-30,Seattle,0.0,0.0
2021-10-31,Seattle,0.0,0.0
2021-11-01,Seattle,0.14,0.14
2021-11-02,Seattle,0.22,0.22
2021-11-03,Seattle,,
2021-11-04,Seattle,0.53,0.53
2021-11-05,Seattle,0.1,0.1
2021-11-06,Seattle,0.41,0.41
2021-11-07,Seattle,0.5,0.5
2021-11-08,Seattle,0.0,0.0
2021-11-09,Seattle,0.63,0.63
2021-11-10,Seattle,0.06,0.06
2021-11-11,Seattle,1.26,1.26
2021-11-12,Seattle,0.68,0.68
2021-11-13,Seattle,0.94,0.94
2021-11-14,Seattle,0.9,0.9
2021-11-15,Seattle,0.2,0.2
2021-11-16,Seattle,0.0,0.0
2021-11-17,Seattle,0.0,0.0
2021-11-18,Seattle,0.41,0.41
2021-11-19,Seattle,,
2021-11-20,Seattle,0.02,0.02
2021-11-21,Seattle,0.0,0.0
2021-11-22,Seattle,0.1,0.1
2021-11-23,Seattle,0.5,0.5
2021-11-24,Seattle,0.02,0.02
2021-11-25,Seattle,0.69,0.69
2021-11-26,Seattle,0.03,0.03
2021-11-27,Seattle,,
2021-11-28,Seattle,,
2021-11-29,Seattle,0.0,0.0
2021-11-30,Seattle,,
2021-12-01,Seattle,0.0,0.0
2021-12-02,Seattle,0.11,0.11
2021-12-03,Seattle,0.0,0.0
2021-12-04,Seattle,,
2021-12-05,Seattle,0.0,0.0
2021-12-06,Seattle,,
2021-12-07,Seattle,0.07,0.07
2021-12-08,Seattle,0.03,0.03
2021-12-09,Seattle,0.0,0.0
2021-12-10,Seattle,,
2021-12-11,Seattle,0.48,0.48
2021-12-12,Seattle,0.17,0.17
2021-12-13,Seattle,0.13,0.13
2021-12-14,Seattle,,
2021-12-15,Seattle,0.08,0.08
2021-12-16,Seattle,0.05,0.05
2021-12-17,Seattle,0.18,0.18
2021-12-18,Seattle,,
2021-12-19,Seattle,0.0,0.0
2021-12-20,Seattle,0.26,0.26
2021-12-21,Seattle,0.19,0.19
2021-12-22,Seattle,,
2021-12-23,Seattle,0.16,0.16
2021-12-24,Seattle,0.33,0.33
2021-12-25,Seattle,0.13,0.13
2021-12-26,Seattle,0.26,0.26
2021-12-27,Seattle,0.03,0.03
2021-12-28,Seattle,,
2021-12-29,Seattle,,
2021-12-30,Seattle,,
2021-12-31,Seattle,0.0,0.0
2022-01-01,Seattle,0.0,0.0
2022-01-02,Seattle,0.79,0.79
2022-01-03,Seattle,0.49,0.49
2022-01-04,Seattle,0.22,0.22
2022-01-05,Seattle,,
2022-01-06,Seattle,2.0,2.0
2022-01-07,Seattle,0.38,0.38
2022-01-08,Seattle,0.0,0.0
2022-01-09,Seattle,0.0,0.0
2022-01-10,Seattle,0.27,0.27
2022-01-11,Seattle,1.7,1.7
2022-01-12,Seattle,,
2022-01-13,Seattle,0.24,0.24
2022-01-14,Seattle,0.0,0.0
2022-01-15,Seattle,0.0,0.0
2022-01-16,Seattle,,
2022-01-17,Seattle,0.02,0.02
2022-01-18,Seattle,,
2022-01-19,Seattle,0.01,0.01
2022-01-20,Seattle,0.16,0.16
2022-01-21,Seattle,,
2022-01-22,Seattle,0.0,0.0
2022-01-23,Seattle,0.0,0.0
2022-01-24,Seattle,0.0,0.0
2022-01-25,Seattle,,
2022-01-26,Seattle,0.0,0.0
2022-01-27,Seattle,,
2022-01-28,Seattle,0.0,0.0
2022-01-29,Seattle,0.0,0.0
2022-01-30,Seattle,0.28,0.28
2022-01-31,Seattle,0.0,0.0
2022-02-01,Seattle,,
2022-02-02,Seattle,0.0,0.0
2022-02-03,Seattle,,
2022-02-04,Seattle,0.03,0.03
2022-02-05,Seattle,0.04,0.04
2022-02-06,Seattle,0.0,0.0
2022-02-07,Seattle,0.0,0.0
2022-02-08,Seattle,0.0,0.0
2022-02-09,Seattle,0.0,0.0
2022-02-10,Seattle,0.0,0.0
2022-02-11,Seattle,,
2022-02-12,Seattle,,
2022-02-13,Seattle,,
2022-02-14,Seattle,0.1,0.1
2022-02-15,Seattle,0.0,0.0
2022-02-16,Seattle,0.0,0.0
2022-02-17,Seattle,0.0,0.0
2022-02-18,Seattle,0.0,0.0
2022-02-19,Seattle,0.01,0.01
2022-02-20,Seattle,0.36,0.36
2022-02-21,Seattle,0.06,0.06
2022-02-22,Seattle,0.0,0.0
2022-02-23,Seattle,0.0,0.0
2022-02-24,Seattle,0.0,0.0
2022-02-25,Seattle,0.0,0.0
2022-02-26,Seattle,0.36,0.36
2022-02-27,Seattle,1.25,1.25
2022-02-28,Seattle,2.97,2.97
2022-03-01,Seattle,0.15,0.15
2022-03-02,Seattle,0.25,0.25
2022-03-03,Seattle,0.16,0.16
2022-03-04,Seattle,,
2022-03-05,Seattle,,
2022-03-06,Seattle,0.0,0.0
2022-03-07,Seattle,,
2022-03-08,Seattle,0.08,0.08
2022-03-09,Seattle,0.0,0.0
2022-03-10,Seattle,0.0,0.0
2022-03-11,Seattle,0.0,0.0
2022-03-12,Seattle,0.02,0.02
2022-03-13,Seattle,0.1,0.1
2022-03-14,Seattle,0.59,0.59
2022-03-15,Seattle,0.22,0.22
2022-03-16,Seattle,0.0,0.0
2022-03-17,Seattle,0.02,0.02
2022-03-18,Seattle,0.21,0.21
2022-03-19,Seattle,0.31,0.31
2022-03-20,Seattle,0.21,0.21
2022-03-21,Seattle,0.41,0.41
2022-03-22,Seattle,0.02,0.02
2022-03-23,Seattle,0.09,0.09
2022-03-24,Seattle,,
2022-03-25,Seattle,0.0,0.0
2022-03-26,Seattle,0.01,0.01
2022-03-27,Seattle,,
2022-03-28,Seattle,0.0,0.0
2022-03-29,Seattle,0.0,0.0
2022-03-30,Seattle,0.0,0.0
2022-03-31,Seattle,0.01,0.01
2022-04-01,Seattle,0.05,0.05
2022-04-02,Seattle,0.0,0.0
2022-04-03,Seattle,0.23,0.23
2022-04-04,Seattle,0.55,0.55
2022-04-05,Seattle,0.01,0.01
2022-04-06,Seattle,,
2022-04-07,Seattle,0.0,0.0
2022-04-08,Seattle,0.06,0.06
2022-04-09,Seattle,0.23,0.23
2022-04-10,Seattle,0.05,0.05
2022-04-11,Seattle,0.02,0.02
2022-04-12,Seattle,0.01,0.01
2022-04-13,Seattle,0.0,0.0
2022-04-14,Seattle,0.13,0.13
2022-04-15,Seattle,,
2022-04-16,Seattle,0.01,0.01
2022-04-17,Seattle,0.0,0.0
2022-04-18,Seattle,0.23,0.23
2022-04-19,Seattle,0.14,0.14
2022-04-20,Seattle,0.08,0.08
2022-04-21,Seattle,,
2022-04-22,Seattle,,
2022-04-23,Seattle,0.0,0.0
2022-04-24,Seattle,0.0,0.0
2022-04-25,Seattle,0.14,0.14
2022-04-26,Seattle,0.05,0.05
2022-04-27,Seattle,0.0,0.0
2022-04-28,Seattle,,
2022-04-29,Seattle,0.14,0.14
2022-04-30,Seattle,0.39,0.39
2022-05-01,Seattle,0.0,0.0
2022-05-02,Seattle,0.37,0.37
2022-05-03,Seattle,0.0,0.0
2022-05-04,Seattle,0.0,0.0
2022-05-05,Seattle,,
2022-05-06,Seattle,0.64,0.64
2022-05-07,Seattle,0.47,0.47
2022-05-08,Seattle,0.02,0.02
2022-05-09,Seattle,0.01,0.01
2022-05-10,Seattle,0.0,0.0
2022-05-11,Seattle,0.02,0.02
2022-05-12,Seattle,0.29,0.29
2022-05-13,Seattle,0.0,0.0
2022-05-14,Seattle,0.03,0.03
2022-05-15,Seattle,0.65,0.65
2022-05-16,Seattle,0.0,0.0
2022-05-17,Seattle,0.0,0.0
2022-05-18,Seattle,0.24,0.24
2022-05-19,Seattle,0.0,0.0
2022-05-20,Seattle,,
2022-05-21,Seattle,0.0,0.0
2022-05-22,Seattle,0.0,0.0
2022-05-23,Seattle,,
2022-05-24,Seattle,0.0,0.0
2022-05-25,Seattle,0.02,0.02
2022-05-26,Seattle,0.24,0.24
2022-05-27,Seattle,0.0,0.0
2022-05-28,Seattle,0.15,0.15
2022-05-29,Seattle,0.23,0.23
2022-05-30,Seattle,0.0,0.0
2022-05-31,Seattle,0.0,0.0
2022-06-01,Seattle,0.0,0.0
2022-06-02,Seattle,0.03,0.03
2022-06-03,Seattle,0.17,0.17
2022-06-04,Seattle,0.27,0.27
2022-06-05,Seattle,0.56,0.56
2022-06-06,Seattle,0.0,0.0
2022-06-07,Seattle,,
2022-06-08,Seattle,0.0,0.0
2022-06-09,Seattle,1.1,1.1
2022-06-10,Seattle,0.17,0.17
2022-06-11,Seattle,,
2022-06-12,Seattle,0.01,0.01
2022-06-13,Seattle,0.11,0.11
2022-06-14,Seattle,0.01,0.01
2022-06-15,Seattle,0.0,0.0
2022-06-16,Seattle,0.01,0.01
2022-06-17,Seattle,0.16,0.16
2022-06-18,Seattle,0.01,0.01
2022-06-19,Seattle,0.0,0.0
2022-06-20,Seattle,0.0,0.0
2022-06-21,Seattle,0.0,0.0
2022-06-22,Seattle,0.04,0.04
2022-06-23,Seattle,0.0,0.0
2022-06-24,Seattle,0.0,0.0
2022-06-25,Seattle,0.0,0.0
2022-06-26,Seattle,0.0,0.0
2022-06-27,Seattle,0.0,0.0
2022-06-28,Seattle,,
2022-06-29,Seattle,0.0,0.0
2022-06-30,Seattle,,
2022-07-01,Seattle,0.0,0.0
2022-07-02,Seattle,0.0,0.0
2022-07-03,Seattle,0.09,0.09
2022-07-04,Seattle,0.0,0.0
2022-07-05,Seattle,,
2022-07-06,Seattle,0.05,0.05
2022-07-07,Seattle,0.0,0.0
2022-07-08,Seattle,0.0,0.0
2022-07-09,Seattle,0.0,0.0
2022-07-10,Seattle,0.0,0.0
2022-07-11,Seattle,0.0,0.0
2022-07-12,Seattle,0.0,0.0
2022-07-13,Seattle,,
2022-07-14,Seattle,0.0,0.0
2022-07-15,Seattle,0.0,0.0
2022-07-16,Seattle,0.0,0.0
2022-07-17,Seattle,0.01,0.01
2022-07-18,Seattle,0.01,0.01
2022-07-19,Seattle,0.0,0.0
2022-07-20,Seattle,0.0,0.0
2022-07-21,Seattle,0.0,0.0
2022-07-22,Seattle,0.0,0.0
2022-07-23,Seattle,0.0,0.0
2022-07-24,Seattle,0.0,0.0
2022-07-25,Seattle,0.0,0.0
2022-07-26,Seattle,,
2022-07-27,Seattle,0.0,0.0
2022-07-28,Seattle,0.0,0.0
2022-07-29,Seattle,0.0,0.0
2022-07-30,Seattle,,
2022-07-31,Seattle,0.0,0.0
2022-08-01,Seattle,0.0,0.0
2022-08-02,Seattle,,
2022-08-03,Seattle,0.0,0.0
2022-08-04,Seattle,,
2022-08-05,Seattle,0.0,0.0
2022-08-06,Seattle,0.0,0.0
2022-08-07,Seattle,,
2022-08-08,Seattle,0.0,0.0
2022-08-09,Seattle,0.0,0.0
2022-08-10,Seattle,0.03,0.03
2022-08-11,Seattle,0.0,0.0
2022-08-12,Seattle,0.0,0.0
2022-08-13,Seattle,0.0,0.0
2022-08-14,Seattle,0.0,0.0
2022-08-15,Seattle,0.0,0.0
2022-08-16,Seattle,0.0,0.0
2022-08-17,Seattle,,
2022-08-18,Seattle,0.0,0.0
2022-08-19,Seattle,,
2022-08-20,Seattle,0.0,0.0
2022-08-21,Seattle,0.0,0.0
2022-08-22,Seattle,0.0,0.0
2022-08-23,Seattle,0.0,0.0
2022-08-24,Seattle,0.0,0.0
2022-08-25,Seattle,0.0,0.0
2022-08-26,Seattle,0.0,0.0
2022-08-27,Seattle,0.0,0.0
2022-08-28,Seattle,0.0,0.0
2022-08-29,Seattle,0.0,0.0
2022-08-30,Seattle,,
2022-08-31,Seattle,0.0,0.0
2022-09-01,Seattle,0.0,0.0
2022-09-02,Seattle,0.0,0.0
2022-09-03,Seattle,0.06,0.06
2022-09-04,Seattle,0.01,0.01
2022-09-05,Seattle,,
2022-09-06,Seattle,,
2022-09-07,Seattle,0.0,0.0
2022-09-08,Seattle,0.0,0.0
2022-09-09,Seattle,0.0,0.0
2022-09-10,Seattle,,
2022-09-11,Seattle,0.0,0.0
2022-09-12,Seattle,0.0,0.0
2022-09-13,Seattle,0.0,0.0
2022-09-14,Seattle,0.0,0.0
2022-09-15,Seattle,0.0,0.0
2022-09-16,Seattle,0.15,0.15
2022-09-17,Seattle,0.0,0.0
2022-09-18,Seattle,0.0,0.0
2022-09-19,Seattle,,
2022-09-20,Seattle,0.0,0.0
2022-09-21,Seattle,,
2022-09-22,Seattle,,
2022-09-23,Seattle,,
2022-09-24,Seattle,0.0,0.0
2022-09-25,Seattle,0.0,0.0
2022-09-26,Seattle,0.0,0.0
2022-09-27,Seattle,0.0,0.0
2022-09-28,Seattle,,
2022-09-29,Seattle,0.0,0.0
2022-09-30,Seattle,0.0,0.0
2022-10-01,Seattle,0.0,0.0
2022-10-02,Seattle,0.0,0.0
2022-10-03,Seattle,0.0,0.0
2022-10-04,Seattle,0.0,0.0
2022-10-05,Seattle,0.0,0.0
2022-10-06,Seattle,0.0,0.0
2022-10-07,Seattle,,
2022-10-08,Seattle,,
2022-10-09,Seattle,0.0,0.0
2022-10-10,Seattle,0.01,0.01
2022-10-11,Seattle,0.0,0.0
2022-10-12,Seattle,0.0,0.0
2022-10-13,Seattle,0.0,0.0
2022-10-14,Seattle,0.0,0.0
2022-10-15,Seattle,0.0,0.0
2022-10-16,Seattle,0.0,0.0
2022-10-17,Seattle,0.0,0.0
2022-10-18,Seattle,0.0,0.0
2022-10-19,Seattle,0.0,0.0
2022-10-20,Seattle,0.0,0.0
2022-10-21,Seattle,0.31,0.31
2022-10-22,Seattle,0.41,0.41
2022-10-23,Seattle,0.0,0.0
2022-10-24,Seattle,,
2022-10-25,Seattle,0.47,0.47
2022-10-26,Seattle,0.0,0.0
2022-10-27,Seattle,,
2022-10-28,Seattle,0.28,0.28
2022-10-29,Seattle,0.0,0.0
2022-10-30,Seattle,,
2022-10-31,Seattle,0.64,0.64
2022-11-01,Seattle,0.13,0.13
2022-11-02,Seattle,0.05,0.05
2022-11-03,Seattle,,
2022-11-04,Seattle,0.21,0.21
2022-11-05,Seattle,0.0,0.0
2022-11-06,Seattle,,
2022-11-07,Seattle,0.23,0.23
2022-11-08,Seattle,0.0,0.0
2022-11-09,Seattle,0.0,0.0
2022-11-10,Seattle,,
2022-11-11,Seattle,0.0,0.0
2022-11-12,Seattle,0.0,0.0
2022-11-13,Seattle,0.0,0.0
2022-11-14,Seattle,,
2022-11-15,Seattle,0.0,0.0
2022-11-16,Seattle,,
2022-11-17,Seattle,0.0,0.0
2022-11-18,Seattle,0.0,0.0
2022-11-19,Seattle,0.0,0.0
2022-11-20,Seattle,0.0,0.0
2022-11-21,Seattle,0.0,0.0
2022-11-22,Seattle,1.2,1.2
2022-11-23,Seattle,0.0,0.0
2022-11-24,Seattle,0.0,0.0
2022-11-25,Seattle,,
2022-11-26,Seattle,0.16,0.16
2022-11-27,Seattle,0.17,0.17
2022-11-28,Seattle,0.02,0.02
2022-11-29,Seattle,,
2022-11-30,Seattle,0.56,0.56
2022-12-01,Seattle,0.02,0.02
2022-12-02,Seattle,,
2022-12-03,Seattle,0.32,0.32
2022-12-04,Seattle,0.31,0.31
2022-12-05,Seattle,0.0,0.0
2022-12-06,Seattle,0.04,0.04
2022-12-07,Seattle,,
2022-12-08,Seattle,0.1,0.1
2022-12-09,Seattle,,
2022-12-10,Seattle,0.3,0.3
2022-12-11,Seattle,0.04,0.04
2022-12-12,Seattle,0.18,0.18
2022-12-13,Seattle,0.0,0.0
2022-12-14,Seattle,0.0,0.0
2022-12-15,Seattle,0.0,0.0
2022-12-16,Seattle,0.0,0.0
2022-12-17,Seattle,0.14,0.14
2022-12-18,Seattle,0.02,0.02
2022-12-19,Seattle,,
2022-12-20,Seattle,0.66,0.66
2022-12-21,Seattle,0.0,0.0
2022-12-22,Seattle,0.0,0.0
2022-12-23,Seattle,0.35,0.35
2022-12-24,Seattle,1.52,1.52
2022-12-25,Seattle,0.45,0.45
2022-12-26,Seattle,,
2022-12-27,Seattle,0.27,0.27
2022-12-28,Seattle,0.03,0.03
2022-12-29,Seattle,0.35,0.35
2022-12-30,Seattle,,
2022-12-31,Seattle,0.01,0.01
2023-01-01,Seattle,0.01,0.01
2023-01-02,Seattle,0.0,0.0
2023-01-03,Seattle,0.0,0.0
2023-01-04,Seattle,0.02,0.02
2023-01-05,Seattle,0.0,0.0
2023-01-06,Seattle,0.12,0.12
2023-01-07,Seattle,0.28,0.28
2023-01-08,Seattle,0.3,0.3
2023-01-09,Seattle,0.27,0.27
2023-01-10,Seattle,0.0,0.0
2023-01-11,Seattle,0.09,0.09
2023-01-12,Seattle,0.46,0.46
2023-01-13,Seattle,0.43,0.43
2023-01-14,Seattle,0.06,0.06
2023-01-15,Seattle,0.42,0.42
2023-01-16,Seattle,0.0,0.0
2023-01-17,Seattle,0.08,0.08
2023-01-18,Seattle,0.18,0.18
2023-01-19,Seattle,0.0,0.0
2023-01-20,Seattle,0.0,0.0
2023-01-21,Seattle,0.13,0.13
2023-01-22,Seattle,0.03,0.03
2023-01-23,Seattle,,
2023-01-24,Seattle,0.0,0.0
2023-01-25,Seattle,0.0,0.0
2023-01-26,Seattle,0.03,0.03
2023-01-27,Seattle,0.1,0.1
2023-01-28,Seattle,0.08,0.08
2023-01-29,Seattle,0.0,0.0
2023-01-30,Seattle,0.0,0.0
2023-01-31,Seattle,0.0,0.0
2023-02-01,Seattle,0.0,0.0
2023-02-02,Seattle,0.0,0.0
2023-02-03,Seattle,0.21,0.21
2023-02-04,Seattle,0.14,0.14
2023-02-05,Seattle,,
2023-02-06,Seattle,0.02,0.02
2023-02-07,Seattle,0.4,0.4
2023-02-08,Seattle,0.0,0.0
2023-02-09,Seattle,0.09,0.09
2023-02-10,Seattle,0.0,0.0
2023-02-11,Seattle,0.0,0.0
2023-02-12,Seattle,0.01,0.01
2023-02-13,Seattle,0.35,0.35
2023-02-14,Seattle,0.0,0.0
2023-02-15,Seattle,0.0,0.0
2023-02-16,Seattle,0.0,0.0
2023-02-17,Seattle,0.2,0.2
2023-02-18,Seattle,0.03,0.03
2023-02-19,Seattle,0.05,0.05
2023-02-20,Seattle,0.22,0.22
2023-02-21,Seattle,0.06,0.06
2023-02-22,Seattle,0.02,0.02
2023-02-23,Seattle,0.0,0.0
2023-02-24,Seattle,0.0,0.0
2023-02-25,Seattle,0.02,0.02
2023-02-26,Seattle,0.28,0.28
2023-02-27,Seattle,0.15,0.15
2023-02-28,Seattle,0.04,0.04
2023-03-01,Seattle,0.02,0.02
2023-03-02,Seattle,0.16,0.16
2023-03-03,Seattle,0.22,0.22
2023-03-04,Seattle,0.39,0.39
2023-03-05,Seattle,,
2023-03-06,Seattle,0.01,0.01
2023-03-07,Seattle,,
2023-03-08,Seattle,0.01,0.01
2023-03-09,Seattle,,
2023-03-10,Seattle,0.16,0.16
2023-03-11,Seattle,0.03,0.03
2023-03-12,Seattle,,
2023-03-13,Seattle,,
2023-03-14,Seattle,,
2023-03-15,Seattle,0.0,0.0
2023-03-16,Seattle,0.0,0.0
2023-03-17,Seattle,0.0,0.0
2023-03-18,Seattle,,
2023-03-19,Seattle,0.0,0.0
2023-03-20,Seattle,0.14,0.14
2023-03-21,Seattle,0.0,0.0
2023-03-22,Seattle,0.0,0.0
2023-03-23,Seattle,0.04,0.04
2023-03-24,Seattle,0.0,0.0
2023-03-25,Seattle,0.0,0.0
2023-03-26,Seattle,0.0,0.0
2023-03-27,Seattle,0.0,0.0
2023-03-28,Seattle,0.0,0.0
2023-03-29,Seattle,0.0,0.0
2023-03-30,Seattle,0.0,0.0
2023-03-31,Seattle,0.4,0.4
2023-04-01,Seattle,,
2023-04-02,Seattle,0.25,0.25
2023-04-03,Seattle,0.09,0.09
2023-04-04,Seattle,,
2023-04-05,Seattle,,
2023-04-06,Seattle,0.45,0.45
2023-04-07,Seattle,0.09,0.09
2023-04-08,Seattle,0.15,0.15
2023-04-09,Seattle,0.56,0.56
2023-04-10,Seattle,0.67,0.67
2023-04-11,Seattle,0.09,0.09
2023-04-12,Seattle,0.0,0.0
2023-04-13,Seattle,0.0,0.0
2023-04-14,Seattle,0.0,0.0
2023-04-15,Seattle,0.02,0.02
2023-04-16,Seattle,0.34,0.34
2023-04-17,Seattle,0.05,0.05
2023-04-18,Seattle,0.12,0.12
2023-04-19,Seattle,0.02,0.02
2023-04-20,Seattle,0.31,0.31
2023-04-21,Seattle,0.0,0.0
2023-04-22,Seattle,0.14,0.14
2023-04-23,Seattle,0.46,0.46
2023-04-24,Seattle,,
2023-04-25,Seattle,0.0,0.0
2023-04-26,Seattle,0.0,0.0
2023-04-27,Seattle,0.0,0.0
2023-04-28,Seattle,0.0,0.0
2023-04-29,Seattle,0.0,0.0
2023-04-30,Seattle,,
2023-05-01,Seattle,0.02,0.02
2023-05-02,Seattle,0.01,0.01
2023-05-03,Seattle,0.0,0.0
2023-05-04,Seattle,0.05,0.05
2023-05-05,Seattle,0.7,0.7
2023-05-06,Seattle,,
2023-05-07,Seattle,0.0,0.0
2023-05-08,Seattle,0.01,0.01
2023-05-09,Seattle,,
2023-05-10,Seattle,,
2023-05-11,Seattle,0.0,0.0
2023-05-12,Seattle,0.0,0.0
2023-05-13,Seattle,0.0,0.0
2023-05-14,Seattle,0.0,0.0
2023-05-15,Seattle,,
2023-05-16,Seattle,0.0,0.0
2023-05-17,Seattle,0.0,0.0
2023-05-18,Seattle,,
2023-05-19,Seattle,,
2023-05-20,Seattle,0.01,0.01
2023-05-21,Seattle,,
2023-05-22,Seattle,0.01,0.01
2023-05-23,Seattle,0.0,0.0
2023-05-24,Seattle,0.0,0.0
2023-05-25,Seattle,0.0,0.0
2023-05-26,Seattle,0.0,0.0
2023-05-27,Seattle,0.0,0.0
2023-05-28,Seattle,0.0,0.0
2023-05-29,Seattle,0.0,0.0
2023-05-30,Seattle,0.0,0.0
2023-05-31,Seattle,0.0,0.0
2023-06-01,Seattle,0.0,0.0
2023-06-02,Seattle,0.0,0.0
2023-06-03,Seattle,0.0,0.0
2023-06-04,Seattle,0.0,0.0
2023-06-05,Seattle,,
2023-06-06,Seattle,0.0,0.0
2023-06-07,Seattle,0.0,0.0
2023-06-08,Seattle,0.0,0.0
2023-06-09,Seattle,0.19,0.19
2023-06-10,Seattle,0.23,0.23
2023-06-11,Seattle,,
2023-06-12,Seattle,,
2023-06-13,Seattle,0.0,0.0
2023-06-14,Seattle,0.0,0.0
2023-06-15,Seattle,,
2023-06-16,Seattle,0.13,0.13
2023-06-17,Seattle,0.07,0.07
2023-06-18,Seattle,0.17,0.17
2023-06-19,Seattle,0.01,0.01
2023-06-20,Seattle,0.42,0.42
2023-06-21,Seattle,0.0,0.0
2023-06-22,Seattle,0.0,0.0
2023-06-23,Seattle,0.0,0.0
2023-06-24,Seattle,0.0,0.0
2023-06-25,Seattle,0.0,0.0
2023-06-26,Seattle,0.0,0.0
2023-06-27,Seattle,0.0,0.0
2023-06-28,Seattle,0.0,0.0
2023-06-29,Seattle,0.0,0.0
2023-06-30,Seattle,0.0,0.0
2023-07-01,Seattle,0.0,0.0
2023-07-02,Seattle,0.0,0.0
2023-07-03,Seattle,,
2023-07-04,Seattle,0.0,0.0
2023-07-05,Seattle,0.0,0.0
2023-07-06,Seattle,0.0,0.0
2023-07-07,Seattle,0.0,0.0
2023-07-08,Seattle,,
2023-07-09,Seattle,0.0,0.0
2023-07-10,Seattle,0.0,0.0
2023-07-11,Seattle,0.0,0.0
2023-07-12,Seattle,0.0,0.0
2023-07-13,Seattle,0.0,0.0
2023-07-14,Seattle,0.0,0.0
2023-07-15,Seattle,0.0,0.0
2023-07-16,Seattle,0.0,0.0
2023-07-17,Seattle,0.0,0.0
2023-07-18,Seattle,0.0,0.0
2023-07-19,Seattle,0.0,0.0
